source_id,label,n_obs,t_span,period_d
2841740307963987328,RS,163,1012.815,
2861455891479650560,RR,172,1003.627,0.6009055867542199
2867014055903620864,RR,169,1007.131,0.6065913684861799
2895494331937108096,ECL,171,931.492,0.6914131032640031
2909589997987324288,ECL,150,954.732,0.7451127355284661
2911439758799779328,RS,173,955.31,
2916431679029261696,RR,212,955.739,0.3035812159321991
2918845416291348736,RR,167,955.312,0.4822913744312041
2920165306981710208,ECL,168,955.917,0.5444852408838261
2926419741438633728,ECL,285,956.82,0.40637820984526846
2927831759192142592,DSCT|GDOR|SXPHE,196,956.822,
2928614783268616320,ECL,273,931.506,1.4173232091735406
2930157398083324672,DSCT|GDOR|SXPHE,179,894.955,
2930191860902063104,DSCT|GDOR|SXPHE,226,922.298,
2930350254990766208,DSCT|GDOR|SXPHE,188,895.133,
2930435986831367552,ECL,139,957.502,0.32644098521208
2932049760673899648,DSCT|GDOR|SXPHE,190,957.25,
2932264955712609152,DSCT|GDOR|SXPHE,178,957.073,0.07006589835345806
2932737092877188352,CEP,139,957.325,3.1561815521519203
2934129212036755456,ECL,149,957.577,1.500601473253873
2935808922208188160,DSCT|GDOR|SXPHE,177,958.182,
2946480331086169216,ECL,131,934.829,0.2742543817378752
3001551436844547712,ECL,106,958.759,0.3195494623532669
3018731370450013440,RS,147,958.583,
3027132193338351360,CEP,202,923.377,2.598776755538181
3027158680400329472,DSCT|GDOR|SXPHE,182,923.627,
3028788951213482624,DSCT|GDOR|SXPHE,125,923.953,
3029638972476846848,DSCT|GDOR|SXPHE,120,924.557,
3031957331407000192,DSCT|GDOR|SXPHE,123,959.011,
3032044330266069504,DSCT|GDOR|SXPHE,131,932.77,
3033109138557108352,LPV,169,959.086,
3033180602521819264,RS,120,932.021,
3034385053080190976,DSCT|GDOR|SXPHE,133,933.272,
3034948106113453184,DSCT|GDOR|SXPHE,131,959.515,
3035188692998998144,ECL,169,933.275,2.2643607611560963
3035643959530274560,DSCT|GDOR|SXPHE,129,895.971,
3036088643263787904,ECL,124,925.209,0.5094523692632424
3036295557608760320,DSCT|GDOR|SXPHE,113,925.385,
3038272921891549056,ECL,178,926.213,1.2092604369440851
3038594155386347136,DSCT|GDOR|SXPHE,159,926.213,
3038853949366193152,RS,131,926.138,
3040345333812522240,DSCT|GDOR|SXPHE,127,959.841,
3041251812431298432,DSCT|GDOR|SXPHE,142,959.842,
3041488997705246080,DSCT|GDOR|SXPHE,168,960.092,
3041759748140622848,ECL,123,960.195,0.28756944428593423
3042262023096734720,DSCT|GDOR|SXPHE,129,960.019,
3042693925007624064,ECL,132,960.447,0.3144395503304855
3044483895581000192,CEP,280,958.834,4.669821448997197
3047085408813150464,ECL,119,959.691,0.9782779512262644
3048347506423571072,DSCT|GDOR|SXPHE,69,959.841,
3048432443691383680,DSCT|GDOR|SXPHE,81,960.091,
3048559918320996736,ECL,147,934.527,0.35746842978000665
3048850193693798144,DSCT|GDOR|SXPHE,71,960.269,
3054128807276449408,DSCT|GDOR|SXPHE,143,960.52,
3054265425897958144,DSCT|GDOR|SXPHE,105,960.522,
3054761614880827264,DSCT|GDOR|SXPHE,161,934.603,
3058688039622496640,DSCT|GDOR|SXPHE,78,961.023,
3059319807834643968,DSCT|GDOR|SXPHE,70,936.529,
3059670659421261440,DSCT|GDOR|SXPHE,82,961.2,
3060539136167915648,DSCT|GDOR|SXPHE,91,961.349,
3061901327993774208,DSCT|GDOR|SXPHE,80,927.717,
3062289180719511808,DSCT|GDOR|SXPHE,86,962.103,
3063324405273327360,DSCT|GDOR|SXPHE,172,927.393,
3067830891121705728,DSCT|GDOR|SXPHE,164,898.483,
3068170434055585536,DSCT|GDOR|SXPHE,175,961.098,0.0948679123448434
3069200367214791168,DSCT|GDOR|SXPHE,122,961.779,
3069285265827697408,DSCT|GDOR|SXPHE,101,894.413,
3080388241619880320,RR,172,899.928,0.5487892467637555
3082309706911978624,DSCT|GDOR|SXPHE,130,962.03,
3082486998863934976,RR,116,962.104,0.5131632905040028
3083632419400247424,DSCT|GDOR|SXPHE,152,962.282,
3089856376766334848,DSCT|GDOR|SXPHE,82,962.609,
3095841774471603328,RS,157,963.865,
3098559526701767296,DSCT|GDOR|SXPHE,72,959.44,
3101296726542409216,DSCT|GDOR|SXPHE,103,960.344,
3102076933117325952,RS,65,938.524,
3102348512488739072,DSCT|GDOR|SXPHE,74,960.696,
3103677409728960000,DSCT|GDOR|SXPHE,77,960.342,
3104362405472785024,DSCT|GDOR|SXPHE,53,960.268,
3105440785863200640,DSCT|GDOR|SXPHE,73,960.845,
3105637289205842176,DSCT|GDOR|SXPHE,67,960.771,
3107911594651453952,DSCT|GDOR|SXPHE,89,961.199,
3107985777325710976,DSCT|GDOR|SXPHE,76,961.274,
3108133627284155776,DSCT|GDOR|SXPHE,102,961.349,
3108414793018202240,DSCT|GDOR|SXPHE,75,961.525,
3109062817684519040,DSCT|GDOR|SXPHE,66,961.451,
3111233734671510528,DSCT|GDOR|SXPHE,80,962.028,
3111812868060896768,DSCT|GDOR|SXPHE,80,962.354,
3112326752311362176,ECL,69,961.525,0.9740891031159027
3114830443364085632,DSCT|GDOR|SXPHE,76,962.605,
3115987026518897152,DSCT|GDOR|SXPHE,77,962.782,
3118136739248734080,ECL,74,960.269,2.54921932763192
3119514878295078144,RS,74,961.526,
3120933007776852096,RS,71,927.139,
3125832667809194880,ECL,62,961.601,0.9189909529196889
3126803472156831104,DSCT|GDOR|SXPHE,74,962.102,
3127198707927456896,DSCT|GDOR|SXPHE,70,962.279,
3127533341719128960,DSCT|GDOR|SXPHE,77,942.355,
3129520708985933056,DSCT|GDOR|SXPHE,67,963.21,
3133808151500041344,DSCT|GDOR|SXPHE,78,963.109,
3134476169233108096,ECL,69,964.038,0.31471958473885525
3135194395141726976,RS,94,963.034,
3135637665828671488,DSCT|GDOR|SXPHE,84,962.708,
3143424686351678336,DSCT|GDOR|SXPHE,60,964.616,
3146992184969755904,RS,116,965.044,
3148604760505517824,RR,76,964.867,
3153001737571255168,DSCT|GDOR|SXPHE,66,941.364,
3153001913667404672,DSCT|GDOR|SXPHE,80,963.787,
3153062283727679872,DSCT|GDOR|SXPHE,59,963.611,
3153236418881319936,DSCT|GDOR|SXPHE,76,964.038,
3154772058667908096,DSCT|GDOR|SXPHE,62,964.215,
3156972692535115136,ECL,69,965.368,0.6352311754917507
3157653981723323264,ECL,66,964.363,1.707877057150692
3158811011555145216,DSCT|GDOR|SXPHE,57,930.227,
3160566381867572608,DSCT|GDOR|SXPHE,56,965.043,
3161503062693495936,DSCT|GDOR|SXPHE,77,966.047,
3162853155596832512,DSCT|GDOR|SXPHE,58,965.62,
3168475650040270592,DSCT|GDOR|SXPHE,67,966.978,
3171272773261964928,RR,150,953.555,0.3858346233780123
3194097432063190016,RR,120,907.356,0.5104028156151668
3199779158399626112,RR,96,879.496,0.6057282888116277
3222816774564295552,RS,133,959.268,
3223567814020964992,RS,136,958.841,
3229565340712974464,DSCT|GDOR|SXPHE,130,910.043,
3236864547436763904,RS,129,959.345,
3267429016479133440,ECL,69,911.368,3.389047335839058
3285503299717198592,RR,146,912.125,0.27481767067813767
3289064587816254848,DSCT|GDOR|SXPHE,121,862.588,
3297234990002675840,RS,91,912.551,
3309813914124140544,RR,170,915.489,0.5394400571816405
3317765483435749632,DSCT|GDOR|SXPHE,73,961.601,
3318070907149300992,ECL,61,961.35,0.4676135148200034
3319054007984957056,DSCT|GDOR|SXPHE,94,962.03,
3320421486913317120,RR,143,960.097,0.5420754382382652
3323861863095471616,ECL,64,962.532,0.44278493193562335
3324304755826160512,ECL,89,962.606,0.3283255651108594
3325864035112406912,DSCT|GDOR|SXPHE,67,963.109,
3326250998783128704,DSCT|GDOR|SXPHE,75,963.109,
3326408499527827456,ECL,44,963.536,0.3144558555012958
3328342235540563200,ECL,74,962.607,0.869224290225809
3328649480320387968,DSCT|GDOR|SXPHE,82,962.607,
3329594682363462528,DSCT|GDOR|SXPHE,67,962.106,
3330259852538068608,CEP,82,962.962,3.8886843059291736
3330404094719897984,CEP,66,963.111,1.86371368029219
3332400700457735296,ECL,71,963.966,0.3419238137058465
3334061925087741440,DSCT|GDOR|SXPHE,124,959.599,
3340107319192896768,DSCT|GDOR|SXPHE,182,961.106,
3344136921931584000,DSCT|GDOR|SXPHE,79,963.613,
3344163589387914880,DSCT|GDOR|SXPHE,69,963.613,
3346331100470749696,DSCT|GDOR|SXPHE,66,962.285,
3347775755664979456,RR,132,961.86,0.6222036162849286
3348225666376650496,DSCT|GDOR|SXPHE,167,962.288,
3355997942275774976,DSCT|GDOR|SXPHE,78,965.295,
3358223521310772096,ECL,50,946.725,0.4814333986012472
3365865470721123200,ECL,64,967.303,0.46302588121486715
3366396294318209664,ECL,69,967.805,0.5996841697811558
3369355114470226560,DSCT|GDOR|SXPHE,71,965.296,
3375996821833911040,DSCT|GDOR|SXPHE,69,966.376,
3376293616955728768,DSCT|GDOR|SXPHE,69,966.728,
3376957309661207808,ECL,58,966.125,0.27736834138864463
3378263327614581376,DSCT|GDOR|SXPHE,63,967.554,
3382761189166136448,DSCT|GDOR|SXPHE,80,967.881,
3393653187571794048,ECL,122,915.138,0.32804625054918757
3400220811041188864,DSCT|GDOR|SXPHE,117,915.566,
3402444710748248960,DSCT|GDOR|SXPHE,140,881.218,
3403008042956079616,RS,140,962.294,5.105639974713458
3409600749032785792,RR,81,885.586,0.5398197108989949
3412597742853948032,ECL,143,884.847,0.346780001000016
3425118775114646912,DSCT|GDOR|SXPHE,42,966.126,
3425518855611770624,DSCT|GDOR|SXPHE,63,966.554,
3431032807641655296,RS,109,966.056,
3433921907586241280,RS,70,969.313,
3435826948919269504,RR,87,970.566,0.49476859431344716
3444728285822647296,RS,120,966.809,
3445526947875569408,DSCT|GDOR|SXPHE,97,919.654,
3446239878086819712,LPV,87,919.906,802.4147153090462
3450907266290997504,ECL,119,967.385,1.726292112993655
3454136811116459520,RS,128,800.206,
3475356213004133760,RS,163,1005.214,
3487599038756877568,RR,207,1007.719,0.5784076644330723
3492182559135688960,CEP,157,1010.721,15.533763657183702
3503907304457079168,RR,142,918.849,0.7004397232331365
3513720892411686016,RR,114,1006.641,0.5051073488460466
3518812284083408128,RR,142,1011.721,0.6850663680810635
3533372566814968064,RS,211,1013.477,
3543685470487302016,RS,148,1014.901,
3551775741468210432,ECL,107,1020.233,0.7592207787405831
3551969465968796416,RR,121,1020.483,0.33468291361221386
3562800617574508672,RS,82,1023.736,
3573138908797563008,RR,144,1017.226,0.601899559687862
3582373608176643712,RR,143,1016.223,0.5806002742435529
3584248344221752320,RR,183,1016.222,0.538266154808324
3588771013503900800,RS,138,1020.405,
3594788400124573824,RR,185,1017.725,0.47928104457228937
3602723816059741952,RS,131,1021.978,
3603493779140615936,RS,69,918.013,
3635683287713853696,CEP,133,870.36,14.465148975471363
3636487305591540736,DSCT|GDOR|SXPHE,128,870.358,0.04884720779294549
3636770056174400256,RR,123,912.567,0.5182313222087627
3638921452537939200,RS,67,915.146,
3652591410022586624,DSCT|GDOR|SXPHE,75,912.559,
3671853990452406912,RR,136,911.303,0.5776483194574542
3673672861857993728,RR,75,909.872,0.3169768639746361
3679087544308278400,RR,98,873.113,0.5269378170466492
3695034208123140096,RR,146,1018.224,0.41110056901688785
3742023521162861952,RS,186,909.288,
3753314543506996608,ECL,69,927.649,0.35522434465203756
3771654397458395520,ECL,65,929.154,0.27087518393555066
3780034080515761664,RR,70,930.41,0.5975723156025904
3820568336883442048,RR,152,929.153,0.45562019095717515
3838308716479523200,RR,148,929.98,0.5700119604568963
3870798116849320576,RS,70,936.183,
3907833379324453248,RS,97,1023.477,
3917059828069781248,RR,69,1032.414,0.5154613701733556
3947553614834837376,RS,82,883.032,
3963637167846578944,RR,67,936.511,
4020412031295384064,RR,113,802.012,0.5751749182687439
4035351267641612160,RR,104,972.081,0.3924538910344237
4035478776635126528,RS,109,972.08,
4035533992742921728,LPV,95,937.45,78.61050519115501
4035657447281482624,DSCT|GDOR|SXPHE,108,972.006,
4035672153180673792,ECL,92,971.756,0.5193984610107173
4036186759050361088,ECL,82,971.401,0.3039933001166087
4036243688775649920,LPV,115,937.021,
4036459197443773440,RS,114,971.079,
4036499565747633792,RR,99,936.698,0.59817468210743
4036873232304018816,ECL,69,970.002,0.36294144771368586
4036911955736560256,LPV,107,935.769,
4037181503472674688,LPV,106,970.649,564.7039088430251
4037277126626153984,LPV,115,970.326,
4037382168675550080,RR,113,970.575,0.4674513168003775
4037426870801814912,RR,96,970.075,0.6356364159596813
4037781974262532864,LPV,87,971.401,402.1413023449505
4037973186201508608,RR,147,971.252,0.3175706693336717
4038574928302919040,LPV,72,970.898,59.069875492011626
4038596334423542912,RR,76,970.824,0.5034090249434501
4038818268381243904,ECL,119,936.37,0.25485018323337283
4038969927853236864,CEP,105,970.074,16.264519882217414
4039097849162463232,LPV,104,970.074,354.28357087630457
4039543087056964864,LPV,151,969.822,170.95082011788284
4039661250144118144,ECL,68,935.691,0.39400984411747064
4039735840825085312,ECL,117,969.65,0.4005130516002017
4039882969355276672,ECL,62,969.575,0.37218121411772476
4040035255840711168,LPV,115,968.574,161.81704469111068
4040125828197650432,LPV,130,934.444,
4040170427050463744,RR,104,968.75,0.5667778534134106
4040205435462523264,ECL,50,968.999,0.395351466373125
4040245090832299392,LPV,139,968.249,
4040249175273175936,CEP,118,968.499,26.2947337101503
4040399125549713408,RR,103,969.5,0.6323847602407625
4040403278902116480,ECL,97,935.193,0.7972450259998703
4040521785442380416,RR,91,969.323,0.47072491509162884
4040600950277309824,CEP,114,969.073,9.503882454403952
4040627235580845568,ECL,86,968.999,2.4044150720306017
4040647546448270464,ECL,83,968.572,5.309081691064201
4040709222146660864,LPV,99,968.572,
4040794640491804416,LPV,97,968.822,357.4109602677286
4040816626349246848,CEP,107,968.572,14.525927161597027
4040851540185582336,LPV,110,934.441,
4041003822566207744,LPV,110,967.999,
4041143627978922112,LPV,89,966.247,305.10225331645154
4041223759249585664,LPV,71,887.707,52.404897045309255
4041281066932165760,LPV,142,796.39,76.21098164796959
4041409233168865536,LPV,167,966.57,
4041570208430619008,LPV,103,968.497,
4041600582448628864,RR,103,934.191,0.48369065673219597
4041673390815866112,LPV,118,968.321,
4041733275450379136,LPV,112,967.246,98.54909237106078
4041868790325378816,RR,87,967.746,0.5542375499885386
4041913737168921472,CEP,126,967.393,7.074473649218438
4041939777582355200,ECL,39,797.14,0.6355815908082203
4041944798328966144,LPV,125,933.114,
4042285372028459904,LPV,101,969.072,357.87643654954695
4042291178826033536,RR,119,969.146,0.4492304985050595
4042354980558111872,LPV,105,968.395,36.16791159883572
4042366838995063296,LPV,102,968.821,
4042403599635281024,ECL,111,969.322,0.9917019366727375
4042403668308046592,RR,118,969.322,0.5593185804660615
4042430782494988032,LPV,114,969.071,
4042518807793554688,LPV,111,934.69,
4042519533680213632,LPV,117,934.764,44.93643568401707
4042605428692186240,CEP,108,969.822,23.04698813043642
4042657208842911360,ECL,133,969.395,0.6961193430199262
4042943842138721280,LPV,149,968.996,
4043037433681993216,CEP,135,968.82,40.3260246762732
4043131063967774592,LPV,97,968.32,479.7020141135436
4043230745902752000,RR,104,933.939,0.626957921884869
4043281387821580160,LPV,112,968.57,37.787954351369905
4043358495454556672,LPV,118,968.319,
4043526342746893568,LPV,123,967.318,164.06696647850117
4043685153405759872,LPV,143,968.643,110.66648733365462
4043735181255567872,LPV,136,968.569,
4043757064039810688,LPV,137,968.393,153.63328992710737
4043804484821116416,RR,147,968.318,0.6567554942142924
4043968548229357440,LPV,131,968.068,438.5583423308416
4044110595733502080,LPV,138,967.994,406.08519658262793
4044146742192775680,RR,138,968.067,0.6056310677233202
4044607948601467392,RR,92,970.647,0.7161502973134444
4045032089561945984,RR,66,970.822,0.3324956624131248
4045371628181874560,ECL,71,957.066,0.40467657673665325
4045372899456402560,LPV,72,970.573,
4045423481388602240,RS,75,970.396,
4045463201254923136,ECL,83,970.072,0.49726977542885425
4045601804034365696,LPV,78,935.94,
4045782093982197632,RR,87,970.145,0.5817141447506726
4045924789957029504,LPV,86,970.572,65.38056938026273
4046401737516747776,LPV,84,969.643,273.0997406898835
4046794125677765376,LPV,76,970.571,
4046813431490456064,RR,71,970.394,0.5366776804456432
4047462212067655552,RS,71,969.892,
4047566807460417664,ECL,64,970.068,0.37251371849240045
4047584159131177600,ECL,41,935.686,5.627055106421883
4047736888206885376,ECL,76,969.819,0.8674206083547662
4048087662387789184,LPV,68,969.568,367.44805354372994
4048129620029692032,RR,77,969.493,0.2960546447746704
4048347701243508096,LPV,74,969.743,
4048457991649310208,RR,63,969.567,0.32545336235260874
4048716381230981632,ECL,63,969.139,0.34432757968293304
4049090898025861248,RS,78,968.893,
4049315374500972160,ECL,52,969.392,0.22058196314097883
4049465080005376000,ECL,72,969.318,0.3197175648723479
4049720265352940672,RR,82,968.743,0.548528585671745
4049882619462074624,LPV,72,968.568,
4049911103648955264,LPV,75,968.744,
4050165705000457728,LPV,94,967.891,
4050192716062586624,LPV,81,968.243,
4050372417562119040,CEP,81,967.816,1.3512109384011597
4050425498989453312,RS,72,934.436,
4050541398769382400,LPV,73,968.316,
4050547201441369472,ECL,58,968.315,0.4850824366469879
4050689042564696576,LPV,74,968.315,79.2467829124628
4050778721411070208,LPV,81,967.815,
4050840981339278464,LPV,68,967.814,
4051029856850506880,LPV,78,969.317,
4051558481395686784,RR,74,969.242,0.30531370384600226
4051661594987185664,ECL,40,968.639,0.49508322355207857
4051823841664009856,CEP,84,968.638,2.01741830239078
4051846858286223360,ECL,68,968.741,2.3826551131856553
4051967396686116608,LPV,81,968.564,
4052380675562466304,LPV,77,968.138,202.60090016326754
4052641534691309184,ECL,33,967.813,0.40433044152433906
4052756777253390976,LPV,71,933.932,
4052815459310969344,LPV,72,968.063,
4052897068081349120,LPV,73,933.931,
4053095323766551424,LPV,72,967.635,203.35175145153374
4053155758324798976,ECL,52,967.811,0.24615492219312818
4053234476320260608,LPV,66,967.635,
4053435966152752128,LPV,160,966.069,378.05838330886775
4053501696405771392,CEP,127,965.568,20.439397528920427
4053549490743183872,LPV,66,887.456,212.5345922980365
4053895149739731328,LPV,109,965.243,298.28371059817465
4053933632650162944,LPV,158,965.817,
4053967889292516480,LPV,138,966.818,
4054013312857899520,LPV,111,966.818,
4054040113456690048,LPV,134,966.494,
4054065638386109184,LPV,96,966.567,
4054152121853525376,LPV,123,965.316,
4054238227350541696,LPV,151,965.993,
4054432020595636608,LPV,86,921.085,
4054804858115633536,LPV,55,920.657,213.3656904855939
4054904428317972096,LPV,68,920.657,
4055305788724719744,ECL,65,886.452,0.4117333342502017
4055309018552661760,LPV,66,920.332,
4055462159912002176,LPV,55,920.081,329.5441029514012
4055501364374235008,LPV,124,967.318,
4055710031061991040,LPV,94,967.067,
4055879802508971520,LPV,90,965.889,
4056049535333897472,LPV,70,966.314,
4056273663891331456,LPV,120,967.316,
4056279779930006400,LPV,135,967.316,
4056315445338077824,LPV,139,771.722,
4056352833099590528,LPV,104,966.815,
4056419868914611328,LPV,119,966.491,124.70566860749135
4056433986450201216,CEP,117,966.565,
4056516518531646464,CEP,123,966.991,9.92528918067386
4056595614803239296,LPV,117,966.638,
4057328993277358336,LPV,99,966.314,
4057376817686420608,LPV,100,932.358,
4058371914354220928,LPV,76,920.155,
4058729186993261312,LPV,75,920.007,312.6274071365397
4059049007450500608,LPV,91,920.081,
4059266229724634240,LPV,138,920.007,406.29861800821436
4059622879390448128,LPV,93,919.579,38.83220885026958
4059690332000417664,LPV,91,919.403,262.0300198726996
4060159647222905216,LPV,95,963.561,
4060225617921470080,LPV,64,919.579,229.1467645913775
4060230948035280512,LPV,75,962.736,
4060236995350046976,CEP,106,962.986,18.500922926717756
4060406801219379584,LPV,67,919.328,276.1571534593247
4060433395632845568,LPV,109,928.929,
4060434873022771072,LPV,81,919.403,
4060438893191705600,LPV,75,919.328,
4060940747158001920,CEP,121,963.058,1.8747088291826557
4061087055272201344,LPV,147,964.235,151.3987575554395
4061154533452779008,LPV,76,919.152,313.1137108146289
4061208963705168000,LPV,85,919.403,
4061268023673513728,LPV,93,919.152,
4061310698458933632,CEP,82,918.901,14.871934446637797
4061574375089941248,LPV,94,918.827,215.07150696827136
4061718685994412288,CEP,91,928.176,3.6857606922705455
4061767476822652160,LPV,98,918.9,
4061836883496998272,CEP,148,963.734,
4061976216552211584,LPV,82,884.871,
4062191136736706432,LPV,84,918.399,
4062215188536287872,LPV,153,928.424,
4062273187792911616,LPV,124,967.389,
4062278994547260544,LPV,112,967.565,
4062379080322972416,CEP,90,967.315,1.7301640156982294
4062575622242728576,LPV,81,798.642,
4062584005952920192,LPV,131,967.064,543.8354270234204
4062606404192351360,LPV,130,966.814,196.8284020570383
4062756766785510912,CEP,94,966.887,11.52554680806763
4062762848403491712,LPV,134,966.637,187.26406556219888
4062871115981665792,LPV,93,967.564,
4062886131196023552,LPV,65,967.314,
4062926778785862144,LPV,81,967.489,669.474497255077
4063099363357022336,LPV,61,967.063,
4063117647093522688,LPV,69,967.063,
4063149361147081088,LPV,76,967.063,
4063168980565337472,CEP,79,966.886,9.720347806999603
4063192035959130624,LPV,88,966.886,
4063373283572232064,LPV,113,966.563,
4063453646632570112,LPV,108,966.312,
4063631222098133376,LPV,59,932.357,
4063944475486304512,LPV,73,966.636,
4063954100584519040,LPV,82,966.562,
4063963583800681600,LPV,56,966.561,
4064248632202519680,LPV,67,965.986,
4064877106241075712,LPV,79,966.885,
4065138927439037440,LPV,69,799.894,
4065876356124378496,LPV,77,966.559,
4065918515494679040,LPV,86,966.309,496.52887411154455
4066205861668528128,LPV,68,966.735,
4066367666062650624,LPV,71,966.809,
4066993730473880704,LPV,87,964.809,
4067068364207728768,LPV,101,964.985,136.32907328695683
4067121033299563392,LPV,102,964.132,
4067170343924367488,CEP,137,964.308,13.397949401331688
4067254349086207488,LPV,110,964.808,
4067623342648265216,LPV,151,964.984,
4067808537305036416,LPV,105,931.102,362.6949808832003
4067882208879719680,LPV,99,963.807,
4068068777965148800,CEP,112,930.5,20.491703724219292
4068087611483944320,LPV,119,964.057,772.0616939176032
4068103206427401856,LPV,103,964.13,
4068191068657236864,LPV,130,963.232,
4068346168498597120,LPV,126,929.999,
4068350871410610304,LPV,106,929.924,
4068427253119433216,CEP,128,963.304,2.354213074792233
4068437221832861952,CEP,122,929.497,16.31770576130598
4068632350788285952,LPV,87,964.982,
4068806623370944768,LPV,119,963.805,399.5387399597056
4070070301437803904,ECL,56,965.128,0.2559984134278657
4070280656088599040,LPV,65,965.055,471.3678845909791
4070441214844685312,LPV,126,964.128,
4070665828827342208,LPV,84,964.553,296.834573641844
4070831751935249024,LPV,75,964.877,
4070882260736318080,LPV,63,965.127,
4071086976138563456,LPV,76,964.553,
4071210499347319680,LPV,94,964.552,716.3533362449922
4071641434837606016,LPV,78,969.817,
4071658241093767680,ECL,78,969.641,10.86115183137303
4073392892473613184,LPV,71,968.887,
4075185470051200768,ECL,59,968.311,0.5040313328457072
4075233921594492672,RR,71,934.857,0.4902421191634908
4076003442336410624,LPV,64,934.255,
4076178019814787968,LPV,72,968.312,
4076679156595679232,LPV,75,968.312,167.26360605356604
4077305294110107520,LPV,68,967.56,39.25701875577282
4077369856062100864,RR,77,967.634,0.44237489422456244
4077542032710251136,LPV,74,967.81,
4077773552997646336,ECL,71,967.634,0.44084282132502495
4077790389249103872,LPV,76,967.559,
4078147520019710976,ECL,66,968.134,2.5743563704092556
4078526237367055360,ECL,62,967.883,0.31365698363124084
4079126532064768384,ECL,59,967.381,1.1320977654341602
4079368562037981184,LPV,78,967.558,
4079784731525701632,LPV,67,967.483,453.2218669069318
4080367610096702848,DSCT|GDOR|SXPHE,67,969.062,
4082247706266693888,DSCT|GDOR|SXPHE,72,968.058,
4084383640734550528,RS,61,933.748,
4085429795991827072,ECL,53,967.556,0.42690433896533647
4085670859610524288,RS,72,933.425,
4086043598377794176,RR,77,967.38,0.4959565636084532
4086857786745952128,ECL,54,915.563,0.2842854998692971
4089360374036790272,LPV,69,967.236,160.43667333884636
4090073652134713856,ECL,65,967.057,0.42186955737981074
4090291076246345216,ECL,78,966.881,0.4793272908837943
4090343685291330432,LPV,76,966.807,
4090515415298101376,ECL,71,966.557,0.31183229938630463
4090527028893091200,LPV,74,966.557,100.28666135483276
4090608079133155328,LPV,61,966.631,
4090800596754759168,LPV,79,966.056,168.99919806357713
4090975182926820096,LPV,75,966.631,437.83891166502974
4091214532850177152,ECL,54,966.305,0.4440965113463843
4092518927283728640,ECL,66,948.623,0.3918000346309182
4093238905602428800,LPV,77,966.378,41.14294455752016
4093431040882775040,LPV,72,966.127,327.6206296347667
4093985748834821504,RS,78,931.673,
4094833644101098624,RS,73,965.376,
4095111820509258496,DSCT|GDOR|SXPHE,75,965.127,
4095295915680905728,CEP,70,964.551,4.7600082220171345
4096162438296702080,LPV,69,931.421,
4098514461116573184,ECL,70,966.553,0.3022570481060163
4098870084386969216,ECL,81,966.553,0.30560363057616496
4102116186312117760,ECL,75,945.618,0.34472002453780054
4102397901801022080,ECL,60,944.619,0.3137675288014958
4103220100288203392,ECL,66,930.992,0.41693658855354887
4103429041930034048,ECL,64,965.299,0.37025496459184115
4103511264703229696,ECL,52,965.298,0.35444865033954753
4103959483193462400,LPV,71,965.048,
4104146645108092928,LPV,88,964.797,
4104475467792673536,LPV,77,930.74,
4104761783088340736,LPV,77,964.62,
4105579068167371264,LPV,81,964.795,
4107255544190731392,ECL,68,929.911,0.4816822480193573
4107313272884480384,LPV,152,919.831,247.35396860547266
4107353125875520256,CEP,172,885.95,2.001537987879211
4107384191407203840,LPV,141,919.757,433.410931157307
4107387313789277568,LPV,126,919.58,53.816358602220255
4107542692927920640,LPV,176,919.58,
4107939582260338432,LPV,173,919.329,271.6828036270869
4108167833903339520,CEP,174,919.152,1.5814120571069932
4108423126744987776,ECL,77,919.329,0.4487346764872464
4108460986878770432,LPV,125,919.329,
4108567918723778688,LPV,92,885.773,
4108728481804463104,LPV,124,919.255,56.377105501252345
4109344861163988352,DSCT|GDOR|SXPHE,124,918.753,
4109537206958243328,LPV,99,919.004,
4111187195956655104,LPV,130,917.824,501.5525759195446
4111691940502821248,ECL,39,883.765,0.21098640560733292
4111915966009505664,CEP,111,918.754,14.142277702498543
4112122257520213632,RR,101,918.754,0.5331602652255445
4112503345713545216,RR,122,918.326,0.48007667209537364
4113008055901625344,RS,143,918.577,
4113292996884440576,RS,132,885.021,
4114321418206906624,ECL,113,918.074,0.7870134036219774
4114393646725012224,RR,156,917.898,0.5431671884985135
4114687834819696896,LPV,135,917.573,
4114734014311218688,ECL,128,751.157,0.27899173195559734
4114916494518083968,ECL,113,917.396,0.41973902637209304
4114968966161175552,ECL,100,917.248,0.2594567470367782
4114995869862738560,RS,125,917.248,
4115334863018093056,LPV,172,917.396,122.17555130965009
4116347478877153024,ECL,96,962.48,0.4434796028269166
4116352804645604480,CEP,145,928.673,1.747037097781836
4116883422130671616,LPV,126,963.554,162.8110963312945
4117080509549641600,ECL,81,963.553,0.5757935220335979
4117174620832183168,LPV,127,963.053,375.5329518285162
4117196542499668352,RR,123,963.052,0.4682949275829896
4117240625948226176,ECL,123,962.802,0.714756852640417
4117352909212478592,RR,122,962.802,0.5586328600363315
4117830887528689920,LPV,102,917.071,196.1251430998242
4117917444090724480,LPV,88,880.358,121.68459094953856
4117967914164639872,LPV,95,916.894,101.71495465297112
4118144527610250880,CEP,127,962.3,15.469173294331892
4118230839250510080,ECL,105,962.3,0.4457169057447476
4118369476425853056,LPV,172,961.299,
4118457441674760064,LPV,120,962.049,259.1525243144624
4118560035536336384,LPV,146,929.922,
4118675243736341632,RR,169,963.802,0.555049042044807
